title,text,subject,date
" Ted Cruz Awkwardly Tries To Say Trump’s Not A Liar, But Fails Miserably (VIDEO)","During the Republican primaries, the biggest feud (if you don t include Donald Trump and Megyn Kelly) seemed to be between Ted Cruz and the man who is now the President Elect. Now, Cruz is one of Trump s strongest supporters. Well, he seems to be one of Trump s strongest supporters, except for the fact that Cruz can t seem to make himself say that Trump isn t a liar.In May, Cruz went on a rant calling Trump a  pathological liar,  after Trump accused Cruz  father of being involved in the assassination of John F. Kennedy. Yes, that a how insane the election of 2016 got. (Trump) doesn t know the difference between truth and lies, he lies practically every word that comes out of his mouth. Here s that somewhat surreal exchange between Cruz and the media from May:Just to recap: Trump insults not just his rival, but his rival s family. Cruz calls Trump a  pathological liar,  and now Cruz is a Trump supporter. Well, they do say politics makes strange bedfellows.Still, it appears Cruz hasn t quite let it go. On Sunday s This Week, Cruz was asked,  Do you still think Donald Trump is a liar? Cruz had no answer, other than to say,  You know, I m not going to re-litigate the past. I m going to focus on the future. I m going to focus on what s in front of us. Here s the video:While it s become the stereotype that politicians lack principles, it s apparent that for many in the Republican party, principles sell for cheap. Cruz has long been among Trump s most vocal critics, and suddenly, none of that matters because with Trump a.) Cruz sees an opportunity for a cabinet position, and b.) Cruz thinks his dream of a theocratic government will finally come true under Trump. Cruz might be right on both counts.Featured image via video screen capture",News,"November 27, 2016"
The Media TOTALLY Missed This Horrifying Trump Confession (VIDEO),"Do you remember Trump s first meltdown week? It was late July, after the Democratic National Convention, and as the election drew closer it seemed to many people as if Donald Trump might be approaching a mental breakdown. It wasn t the final meltdown of the campaign, and doubtless the next four years will prove a harsher test of the Donald s sanity. Yet it did result in some startling moments of honesty as Trump, in the grip of strong emotion, let some things slip that perhaps he shouldn t have.Take July 29, for example. He was speaking in Denver, Colorado when he said the following:We have stupid people representing us. Stupid, stupid people. So, here s what s going to happen. We are going to build, and bring, our best. Look   we have the greatest business people in the world. Better than anyplace else. We don t use them. We use political hacks. Some of these business people are not nice people. Who cares? Do you care? I don t think so. Some of these people are vicious, horrible, miserable human beings. Who cares? Who cares? Some of these people   they don t sleep at night! They twist, and turn, and sweat! And their mattress is soaking wet! Because they re thinking all night about victory the next day against some poor person that doesn t have a chance! And these people   unfortunately, I know them all   these people would love to represent us against China, against Japan. Against all of these countries   Mexico, where they re killing us at the border, and they re killing us in trade!For the record, I am not making the case he is projecting or speaking indirectly. Despite his attempted qualifier,  unfortunately, I know them all,  it seems pretty clear that he is directly referring to himself.Think about it. He is clearly stating (we can all agree here) that we should pick this class of  best business people in the world  to run things, instead of politicians and public servants. Furthermore, he has selected himself (by running) as the epitome of what American leadership should be.So he s talking about himself. Drain the swamp? He s the fucking swamp monster.He describes himself as  not nice  and a  vicious, horrible, miserable human being  who  twist, turns, and sweats  rather than sleeping. That explains the 3 a.m. Twitter temper tantrums, I suppose.He describes himself as staying up all night to figure out how to screw over poor people. I will grant it s not clear whether he means this in a pitiful sense or economically.If you doubt the words as I have recorded them, think that I am taking him out of context in an unfair way, or really want to punish yourself, you can watch him speak below. The reported remarks start around 1:24:00:h/t @NettiLDN for pointing this out on Twitter.Featured image via screencapture from embedded video ",News,"November 27, 2016"
Keith Olbermann BURIES Trump For Whining About Recount Efforts,"Donald Trump threw another Twitter tantrum, so Keith Olbermann gave him something to really cry about.Clearly, Donald Trump is scared that recounts in Wisconsin, Pennsylvania, and Michigan will overturn the initial results of the 2016 Election and make him a loser.That s why he threw another one of his infamous hissy fits on his favorite social media platform in opposition of the recount effort.Trump attacked Hillary Clinton, calling her a hypocrite for supporting the recount because he was asked repeatedly whether or not he would accept the results of the election. However, Trump only said he would support the results if he wins.It was a nine-tweet rant that once again proved how unfit Trump is to be president. And Olbermann absolutely smacked Trump down for it.What, @realDonaldTrump, was that bullshit from you this week about everybody uniting? #MinorityVotePresident #GoEffYourself #Resist pic.twitter.com/Jh0QemlKIJ  Keith Olbermann (@KeithOlbermann) November 27, 2016Honest to God, @realDonaldTrump   shut the fuck up. #Resign pic.twitter.com/mkQMPDIZTz  Keith Olbermann (@KeithOlbermann) November 27, 2016One of your high level advisors, @realDonaldTrump   like Fabio   needs to remind you that you were never asked to abstain from a recount pic.twitter.com/0c3bgprzi4  Keith Olbermann (@KeithOlbermann) November 27, 2016And look in a mirror, @realDonaldTrump, and let your eight chins break it to you: you re blowing this. You ve erased your dignity #GetOutNow pic.twitter.com/drKUYxDtRE  Keith Olbermann (@KeithOlbermann) November 27, 2016Olbermann even advised Trump to dump Kellyanne Conway, who whines and commits hypocrisy every time she appears on the air.Also, @realDonaldTrump, get rid of this Dolores Umbridge of DC, Conway. She s doing nearly as much damage to you as your own tweets are https://t.co/oIWZFr8OkD  Keith Olbermann (@KeithOlbermann) November 27, 2016Hillary Clinton and the American people deserve a recount. And if that recount shows that Trump actually lost, he and his team should immediately step aside. And if it is discovered along the way that Trump s team was aided by hacks into our voting system, every last one of them should be prosecuted for election fraud and put behind bars where they belong.Clinton currently leads in the popular vote by over 2 million votes and her losses in the three states mentioned above were by narrow margins. Asking for recounts is perfectly legal, and in this case, very reasonable considering the fate of the free world and our democracy hang in the balance.Featured Image: Zach Gibson/Getty Images",News,"November 27, 2016"
Republicans Offered Condolences For Soviet Dictator Joseph Stalin When He Died,"Republicans need to stop whining about President Obama offering condolences for Fidel Castro s death, because they ve offered condolences for even worse monsters.After news of the longtime Cuban dictator s death, President Obama issued the following statement:At this time of Fidel Castro s passing, we extend a hand of friendship to the Cuban people. We know that this moment fills Cubans   in Cuba and in the United States   with powerful emotions, recalling the countless ways in which Fidel Castro altered the course of individual lives, families, and of the Cuban nation. History will record and judge the enormous impact of this singular figure on the people and world around him. Today, we offer condolences to Fidel Castro s family, and our thoughts and prayers are with the Cuban people. In the days ahead, they will recall the past and also look to the future. As they do, the Cuban people must know that they have a friend and partner in the United States of America.President Obama s statement was much different from Donald Trump s, which seemed to celebrate Castro s death. Indeed, Trump s statement is the kind of dangerous reaction that could damage international relations between nations at a time when we should be seeking peace.Republicans, of course, have been attacking President Obama ever since. Marco Rubio called Obama s statement  pathetic.  Ted Cruz says the United States should not send anyone to represent America at the funeral.But once again, just like they did when President Obama did not attend former First Lady Nancy Reagan s funeral, Republicans are conveniently forgetting history and precedent.As it turns out, the Republicans themselves sent condolences after a brutal dictator died on two occasions. In 1953, President Eisenhower offered condolences upon learning that Soviet dictator Joseph Stalin was near death.At this moment in history when multitudes of Russians are anxiously concerned because of the illness of the Soviet ruler2 the thoughts of America go out to all the people of the U.S.S.R. the men and women, the boys and girls in the villages, cities, farms and factories of their homeland.They are the children of the same God who is the Father of all peoples everywhere. And like all peoples, Russia s millions share our longing for a friendly and peaceful world.Regardless of the identity of government personalities, the prayer of us Americans continues to be that the Almighty will watch over the people of that vast country and bring them, in His wisdom, opportunity to live their lives in a world where all men and women and children dwell in peace and comradeship.That s right. Republicans sent condolences for a brutal dictator who murdered at least 10 million people and is known as one of the worst mass murderers of the 20th century.After Stalin died, Eisenhower even offered praise of Stalin and reached out to the Russian people in his  Chance for Peace  speech.The world knows that an era ended with the death of Joseph Stalin. The extraordinary 30-year span of his rule saw the Soviet Empire expand to reach from the Baltic Sea to the Sea of Japan, finally to dominate 800 million souls.The Soviet system shaped by Stalin and his predecessors was born of one World War. It survived with stubborn and often amazing courage a second World War. It has lived to threaten a third.Now a new leadership has assumed power in the Soviet Union. Its links to the past, however strong, cannot bind it completely. Its future is, in great part, its own to make.The United States was even represented at Stalin s funeral by U.S. Ambassador Jacob Beam.And when Mao Tse-tung died in September 1976, President Gerald Ford sent the following condolences: Mrs. Ford joins me in extending to you our deepest sympathy on the death of Chairman Mao Tse-tung. Chairman Mao had a profound impact on his era. . . . Please accept my personal condolences. So by attacking President Obama, Republicans are being total hypocrites. Yes, Fidel Castro was a terrible person. But he was still a human being and many people are mourning him in Cuba. Sending condolences is the human thing to do and it s the American way even if the foreign leader who died was our enemy. By extending our hand in friendship, we are sending a message to the Cuban people letting them know that we are with them and that we still want to work with them to make a better world for both of our nations. It s how diplomacy works. Petty statements like Trump s only do more harm than good.Featured image via Cagle",News,"November 27, 2016"
" FASCISM: Republicans Publish List Of ‘Anti-American’ Professors, Declare War On Higher Education","Conservatives have set up a fascist  professor watchlist  website in order to target professors they feel aren t conservative enough. As professors are teachers, and reality has a liberal bias, it s likely to get pretty extensive.The project, by Turning Point USA, was set up by 22-year-old conservative wonderboy Charlie Kirk, a young man who is clearly frustrated by the lack of reception among his peers for his fascist and anti-American ideals. The  about us  section on their website reads,  The mission of Professor Watchlist is to expose and document college professors who discriminate against conservative students and advance leftist propaganda in the classroom. Help us identify, and expose more professors who have demonstrated liberal bias in the classroom. Donate today! It s interesting that a group whose favorite slogan is  big government sucks!  doesn t understand how supporting the new administration s war on speech is the most intrusive government ever gets. It s important to remember that when a Republican says something bad about  big government,  they almost always want to replace it with a rich guy or corporation making the same decisions for you. They don t care about the public good, only private profit.It s notable that, as a 501(c)3, the purpose of the group should be religious, educational, literary, charitable, or scientific in nature. There are a couple of other qualifications as well, but the important thing to take away here is that an organization concentrated on smearing individuals for speech they believe is political in nature probably doesn t qualify, and any good citizen should file a complaint with the IRS. They re abusing the tax code to avoid revealing donors. If they endorse a candidate or could be construed as campaigning, their tax-exempt status will go out the window. This is only a step away. The rest of Turning Point s activities are not any more charitable or less political.Politics isn t enough for Republicans. They can t win the vote or argue policy   they have to gerrymander districts and cheat to win. They can t keep religion in the churches   they need everyone to believe the same way they do. They can t stomach free speech   they have to make war on the press, try to silence opposition, and shut down debate on college campuses.BBC reports:Nearly 150 professors are listed on the website. The list is searchable by school or name and includes pictures of the university teachers and descriptions of their alleged transgressions, backed up by links to conservative news sites. Almost all the instances on the website are people who not only oppose what we believe in but are very biased against it and don t present the other side,  says Matt Lamb, director of constitutional enforcement and transparency at Turning Point. We just want students, parents, alumni to know what s going on. So if an alumni is thinking of donating to a school they may want to know where their money is going, if they believe or agree or disagree with the professor s views. So far, it looks like students and professors are fighting back. Names like Jesus and Indiana Jones have been added, with appropriate descriptions of their liberal propaganda and agenda, and the hashtag #trollprofwatchlist trended a few days ago with people posting their troll submissions to the website. The more that are added, the more confusing and difficult the job of identifying disagreeing professors will be for the fascists.However, while silliness and trolling may temporarily undermine the usefulness of the site, the underlying danger presented cannot be ignored or denied. This is an age where Republicans have their own media, their own version of the world, and in many ways, their own truth (objectivity be damned!). This is an age where  fake news  lists are passed around based on a partisan slant (those of us on the left generally understand when something is fact or opinion   the other side, not so much). This is an age where lists of professors that have ideological disagreements with the authoritarian right wing get their names published online.With Trump s rhetoric, this becomes especially problematic. There is the potential that such a list could be used not only to deny alumni donations from a school, but actually used by the more rabid of Fuhrer Trump s followers to target these men and women. Conservatives believe this is a culture war, and they ll do anything to win.Featured image via screen capture",News,"November 27, 2016"
WATCH: Kellyanne Conway Whines After Chuck Todd Calls Her Out For Always Blaming The Media,"Kellyanne Conway whined about the media again and Chuck Todd smacked her down.Donald Trump has serious conflicts of interest that he should have to resolve before he is allowed to set one foot in the White House.It s pretty clear that Trump intends to intermingle his business with politics over the next four years and that s a major problem the country does not need.That s why the Wall Street Journal is calling for him to liquidate his assets and focus entirely on running the country. Because running it part-time just simply won t do.But Kellyanne Conway, Trump s former campaign manager who must have problems looking at herself in the mirror every morning knowing that she sold her fucking soul to help install a dictator into the highest office in the land, complained on Meet The Press on Sunday morning that doing so would rob Trump s kids of controlling the business.Of course, that s bullshit. We all know that Trump s kids get their marching orders from their daddy. And the fact that Ivanka Trump has been sitting in on meetings with foreign leaders makes it clear that the conflict of interest will continue to exist even if Trump hands the company over to them.Conway argued that Trump has already put the country first by running for president and winning. And then she started to attack the media for not treating Donald Trump like a cool guy we can all trust. You know, Chuck, he has put the country ahead of everything else just by running and, indeed, winning and becoming president of the United States. I went and looked back at what all the press clips and conversations on shows like this were eight years ago, it was basically just debating on how cool Barack Obama is. So, we should at least   if we re not going to do that about President-elect Trump   we should at the very least trust him to do the right thing. Except that Donald Trump is not cool. He s a creep who sexually assaults women and brags about it. He s a selfish wealthy prick who sticks it to the taxpayers any chance he gets. And, like Conway, he s a thin-skinned whiner who can t handle criticism or the truth, which is why Chuck Todd called Conway out. I understand every knee-jerk push back is going to be to blame the media,  Todd said.  It s a crutch. I get it and I m used to it. Not by me!  Conway insisted.  That s not fair! Here s the video via YouTube:Oh, but it is fair, Kellyanne. And it s about time someone in the press called you out for it. In virtually every media appearance she makes, blaming the media is, indeed, the crutch Conway uses when having to deal with tough legitimate questions from journalists. She did it throughout the campaign and she is still doing it now. It s pathetic.Featured Image: Screenshot",News,"November 27, 2016"
Incompetent Trump Begged Thanksgiving Guests For Advice On Who Should Be Secretary Of State,"We all know that President-elect Donald Trump has no idea what he s doing in his new role, but he s becoming increasingly dangerous as he appoints billionaires and white supremacists to his cabinet   against the advice of basically everyone (besides his racist supporters).Now, a recent report is giving some insight on how Trump will chose his Secretary of State. According to a source that spoke to the New York Post, Trump left this decision up to his Thanksgiving party guests! The New York Post reported that someone who had attended Trump s Thanksgiving dinner party at his Mar-a-Lago club in Florida recalled that any moment Trump wasn t sitting down and eating with his family, he was running around asking club members who he should pick for his Secretary of State. The source said: Donald was walking around asking everybody he could about who should be his secretary of state. There was a lot of criticism about [Mitt] Romney, and a lot of people like Rudy [Giuliani]. There are also many people advocating for John Bolton. Featured image via Win McNamee / Getty Images",News,"November 27, 2016"
Trump Attacks Hillary In PSYCHOTIC Twitter Meltdown Over Vote Recount (TWEETS),"To say that President-elect Donald Trump is bent out of shape over the recount initiated by Green Party candidate Jill Stein is a serious understatement. Not only did Trump recently call Stein s filing for a recount in Wisconsin a  scam,  but he had a meltdown of epic proportions on Twitter last night, which carried over into this morning.In a massive tweetstorm, Trump attacked his former rival for the White House, Hillary Clinton, and the Democratic Party. He tweeted: The Democrats, when they incorrectly thought they were going to win, asked that the election night tabulation be accepted. Not so anymore! Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change. Trump s obviously nervous, because there were already discrepancies in votes found in several precincts in Wisconsin   and they only showed on Trump s ballots. There s a problem when there are more votes than actual people who voted.Trump continued and tried to portray Clinton as a hypocrite for getting behind Stein s recount, using her own words against her. Quoting Clinton s response to Trump s own accusations that the election was  rigged  against him and his refusal to concede if he lost, Trump wrote: That is horrifying. That is not the way our democracy works. Been around for 240 years. We ve had free and fair elections. We ve accepted the outcomes when we may not have liked them, and that is what must be expected of anyone standing on a   during a general election. I, for one, am appalled that somebody that is the nominee of one of our two major parties would take that kind of position. Trump also pointed out that Clinton called Trump s refusal to accept the election s results  a direct threat to our democracy.  It should be noted that Clinton gracefully accepted the results, and promised to regardless of the outcome   unlike Trump. In a last attempt to make Clinton look bad, Trump used a quote from her concession speech. He tweeted: We have to accept the results and look to the future, Donald Trump is going to be our president. We owe him an open mind and the chance to lead. And completely oblivious to the fact that the Republican Party has wasted more than enough money on the ridiculous scavenger hunt into Clinton s emails, Trump said: So much time and money will be spent   same result! Sad. Here s the full tweetstorm:TwitterTwitterTwitterTwitterTwitterTwitterTwitterTwitterTwitterFeatured image via Andrew Renneisen / Getty Images",News,"November 27, 2016"
Vicious Trump Fans Send BLOODCURDLING Threats To California Mosques In Boldest Move Yet,"Several mosques in California have received threatening letters from some of Trump s loyal subjects, which boldly proclaim that Trump is going to clean up America   starting with Muslims. They want him to, in their own words,  do to you Muslims what Hitler did to the jews [sic]. The letters were addressed to  the children of Satan,  and just got worse from there: Your day of reckoning has arrived,  the letter states, according to CAIR-LA.  There s a new sheriff in town  President Donald Trump. He s going to cleanse America and make it shine again. And, he s going to start with you Muslims. Perhaps they think Trump will be happy to deputize them in whatever crusade he launches against Muslims, and, well, pretty much everyone who isn t obviously white.This group is signing these letters as,  Americans For A Better Way,  because of course that s what they think they are.This is part of the rash of hate incidents and crimes that have occurred at the hands of Trumpkins since the Nov. 8 election. In fact, the Southern Poverty Law Center says that there had been more than 700 recorded hate incidents and crimes between the election and Nov. 18. That s more than seventy such incidents per day, compared to a little more than two anti-Trump incidents per day. And it s disgusting. It s terrifying.The Counsel for American-Islamic Relations in L.A. came forward with the letters that went to two mosques there after they learned that a mosque in Northern California had likewise gotten one. Executive Director Hassam Alyoush said: [People at the mosques are] disheartened that anyone would address fellow Americans, fellow human beings, in such a hateful, dehumanizing way.You always want to trust that most people are good, that your neighbors have been good, and that has been our experience. Sadly, for a growing number of people, believing that people are generally good is going to become a relic of the past if this keeps up. While CAIR and other organizations recognize that Trump didn t create racism (and neither did Obama), he did normalize it. He made it okay. He vindicated the lunatic fringe and now they re trying to work their way into mainstream dialogue. Ayloush said the  irresponsible, hateful rhetoric  of the Trump campaign has fueled  a level of vulgarity, vile hatred and anger among many self-proclaimed Trump supporters.' We can expect more mosques to receive letters like this (or worse), even as police in California begin investigating these incidents and stepping up protection where it s needed. Trump spends an awful lot of time railing against the media and against Democrats and his enemies, but he needs to rail against this. Otherwise he s truly the president of hate.Featured image by Chip Somodevilla via Getty Images",News,"November 27, 2016"
Meet The Republicans Who May Actually Help Democrats Control The Senate And Thwart Trump,"We ve known for more than a year that some Republicans are less than thrilled with Donald Trump, and now they re even more irritated because he won and they get to put up with him. Now the party must grapple with his extreme agenda, and there are actually several Republican senators who are looking to block, or at least mitigate, some of what Trump wants to do.These aren t just any Republican senators, either. Many have a lot of influence and are seen as leaders, whether they re officially part of the leadership or not. They include Sens. Susan Collins (Maine), Jeff Flake and John McCain (Arizona), Rand Paul (Kentucky), Lamar Alexander (Tennessee), Ben Sasse (Nebraska) and Lindsey Graham (South Carolina).And all of them have different agenda items against which they ll work.One of the worst potential thorns in Trump s side could be Rand Paul. In 2013, he was part of the infuriating group that shut down the government for 16 days over the Affordable Care Act, but later said it was a  dumb idea.  He s been a terrible obstructionist, but he is willing and ready to use his obstructionism to filibuster Trump s cabinet picks.Yes, he will turn against his own to prevent some of Trump s cabinet nominations from getting confirmed if he has to. He spoke out against both John Bolton and Rudy Giuliani for Secretary of State, going so far as to call Bolton  a menace.  Bolton doesn t seem to be in the running anymore, but Giuliani is. There s a possibility that Paul might oppose other potential picks as well, depending on who they are and how Paul sees them.It would only take three Republicans to block Trump s nominees on the floor, assuming Democrats unite against any controversial picks.Susan Collins of Maine is more centrist than many of her Republican colleagues, and she s very good at building bipartisan coalitions, along with others in this group. If need be, they can gain control over an issue and take some of the wind out of the leadership s sails.Ben Sasse of Nebraska is prepared to challenge Trump on executive overreach. Trump has said, in plain language, that he plans to use executive orders to accomplish some of his agenda on his very first day in office. He also used words like  reign,  during his campaign, which Sasse took major issue with. Depending on what all those items are, Trump could feel pushback from Sasse and other conservatives looking to rein in the executive branch.John McCain carries a deep distrust of Trump s buddy Putin. He, Lindsey Graham and even Ben Sasse don t believe it s a smart idea for us to try and work more closely with Russia, especially if it comes at the expense of our European allies. That could mean opposing any effort to withdraw from NATO and opposing joining forces with Russia and Syrian dictator Bashar al-Assad.We ve tried to  reset  relations with Russia before, and Putin decided to play conqueror and invade Ukraine. McCain rightfully believes Putin is not to be trusted. Considering his and Trump s bromance, Trump may not be trustworthy in this arena either, making McCain and Graham into major problems for him.Lamar Alexander has been urging his colleagues to proceed cautiously with trying to repeal the ACA because developing a replacement could take years. Simply pulling it out  root and branch  as quickly as possible could be disastrous for the U.S., particularly if it creates a vacuum while they re hashing out every idea imaginable for replacing it. It would especially hurt the working class, many of whom have been able to get healthcare thanks to expanded Medicaid coverage and who Trump claimed to represent.Alexander also has close relationships with Democratic Senators Chuck Schumer (the new minority leader), and Patty Murray. Patty Murray is the senior Democrat on the Senate Health, Education, Labor and Pensions Committee, which Alexander chairs. He can be a voice of reason sometimes, if for no other reason than he really doesn t like feeling like he must vote along party lines.It s true that some of these issues will put these senators at odds with each other. However, the Senate is split 51-48 right now, which could go to 51-49 depending on what happens in Louisiana next month. The narrow margin means it doesn t take many to create a pseudo-majority of Democrats in this environment.And while, yes, every one of these senators has been problematic for progress over the years, any Republican opposition to Trump could be extremely helpful.Every one of these senators has said that they ll take things issue by issue, rather than oppose Trump unilaterally. It s also hard to say just how committed to their issues they are vs. how committed to toeing the party line they are. If they actually remain true to their consciences, they ll be the senators we need to keep checks on the more extreme House, and on Trump s own insanity.Featured image by Drew Angerer via Getty Images",News,"November 27, 2016"
Google Maps HILARIOUSLY Trolls Trump – He’ll Be FURIOUS (IMAGES),"Donald Trump s pride and joy is the tacky, gaudy literal glass tower he lives in, known as Trump Tower. It, and other Trump structures around the nation and world, are the best indicators of the guy s undeniable and extreme narcissism, so making fun of them is sure to get The Donald s knickers in a twist   and that is just what Google Maps did on Saturday.For quite some time during the afternoon, Trump Tower showed up on Google Maps as  Dump Tower.  This did not go unnoticed on that bastion of internet trollery, Twitter. Here are just a few choice tweets, via The Hill:Look at what cute little Google Maps did   they labeled Trump Tower   ""Dump Tower"" pic.twitter.com/sKZ39bTB6o  MARK SIMONE (@MarkSimoneNY) November 27, 2016Rigged! @google Maps shows Trump Tower as ""Dump Tower"" pic.twitter.com/L8pZk1y0zc  Evan Smith (@evanasmith) November 26, 2016The Google Maps Trump hack is live ??? #DumpTrump #DumpTower pic.twitter.com/AuBe7GKjQ4  mcbc (@mcbc) November 27, 2016The Google Maps Trump hack is live ??? #DumpTrump #DumpTower pic.twitter.com/AuBe7GKjQ4  mcbc (@mcbc) November 27, 2016The best way to get under Trump s skin is, of course, is to mock him. During the election, everyone tried to shame him by painting him as unacceptable, by appealing to the better instincts of the electorate by pointing out his bigotry, misogyny, and other unsavory characteristics. However, since Trump and his supporters have no sense of shame, that didn t work. However, they DO have pride. They can t stand to be disagreed with, and they ESPECIALLY cannot stand to be mocked. So, keep it up, Google Maps and everyone else. Mock and troll the hell out of Trump for his entire presidency until his head explodes.Featured image via Spencer Platt/Getty Images",News,"November 26, 2016"
The Amazon Reviews Of The Trump Christmas Ornament Are The Best Thing About The Election,"2016 has been a gawdawful year. We lost David Bowie, Prince, Gene Wilder, Elie Wiesel and more than I d care to mention. We re also losing perhaps the best president in any of our lifetimes, although hopefully he ll be on this earth for a long while to come. One of the most lasting legacies of 2016 will be the fact that Donald Trump prevailed and we are now facing a white supremacist (or at least someone who won t denounce white supremacy) as our next president.We can take small solace in the fact that the vast majority of Americans did not vote for Trump. Only 25 percent did. He lost the popular vote by a significant margin but because of the antiquated voter suppression tool called the Electoral College, Trump won.For those who voted for Trump, and those who didn t, there is one prevailing image, and that was Trump s  Make America Great Again  red trucker cap. In case you haven t seen enough of that cap, you can order a Christmas ornament of it from Amazon.com for the low, low price of just $209.99 (plus free shipping). The cap is made of brass, and like everything Trump, it s finished in 14 karat gold. Or is it 24 karat? The Amazon page doesn t seem to be sure.While I have no idea how many people actually bought this overpriced Christmas ornament, the Amazon comments were, as usual, the best part.Here are just a few:Even the sellers aren t fans of the Great Orange One. Here s how they re answering some of the questions: Well, the nation is in grief. The best thing we can do (outside of crossing all 10 fingers and all 10 toes that Jill Stein s recount will work) is choose to laugh instead of cry. That s what the people on Amazon are doing, anyway.Buy one, while it s still available.Featured image via eBay",News,"November 26, 2016"
" Trump EXPLODES, Attacks Jill Stein Over ‘Ridiculous Recount’ That Could Change Election Results (TWEET)","Despite the fact that many election experts have been hoping that the 2016 election results would be examined, Democratic candidate Hillary Clinton is being attacked by the Trump campaign for supporting the efforts of Green Party candidate Jill Stein to recount the votes in Wisconsin, Michigan and Pennsylvania.Earlier today, Trump campaign manager Kellyanne Conway unloaded on Clinton s campaign   but Trump couldn t just leave it at that. Shortly after Conway criticized the recount effort, Trump chimed in with a statement of his own. In Trump s response, he blamed Stein and the Green Party for their  ridiculous  recount  scam  and accused Stein of trying to profit from it. Trump said: The people have spoken and the election is over, and as Hillary Clinton herself said on election night, in addition to her conceding by congratulating me,  We must accept this result and then look to the future. It is important to point out that with the help of millions of voters across the country, we won 306 electoral votes on Election Day   the most of any Republican since 1988   and we carried nine of 13 battleground states, 30 of 50 states, and more than 2,600 counties nationwide   the most since President Ronald Reagan in 1984. This recount is just a way for Jill Stein, who received less than one percent of the vote overall and wasn t even on the ballot in many states, to fill her coffers with money, most of which she will never even spend on this ridiculous recount. All three states were won by large numbers of voters, especially Pennsylvania, which was won by more than 70,000 votes. This is a scam by the Green Party for an election that has already been conceded, and the results of this election should be respected instead of being challenged and abused, which is exactly what Jill Stein is doing. Trump is right that Clinton conceded the election, but she s not legally bound to that   and it s especially insane that Trump would use her concession as part of his argument because he once said he wouldn t concede. Another glaring mistake in Trump s argument is his  the people have spoken  statement, which is hilarious considering Clinton won the popular vote by a landslide, as The Atlantic s David Frum pointed out:TwitterIn Wisconsin, there have already been four precincts that were reported to have discrepancies. Trump and his team are not hiding their anxiety over this issue very well, and they have every reason to be worried.Featured image via Win McNamee and Ty Wright / Getty Images",News,"November 26, 2016"
‘Losers’: Kellyanne Conway Responds To Clinton Campaign Joining Recount Efforts,"Officials in Wisconsin are preparing to conduct a full statewide recount of the votes from the 2016 election after a request was filed by Jill Stein and she s pledged to file for recounts in Michigan and Pennsylvania, too. The initial vote totals counted in three precincts in Wisconsin is a problem. Michigan had to revise its vote totals as well. The Clinton campaign has decided to get behind Jill Stein s efforts which now focus on three battleground states.Donald Trump said the election would be  rigged  and suddenly, Trump campaign manager Kellyanne Conway disagrees. Conway spoke with Bloomberg and called the Clinton campaign  sore loser  and part of a  ridiculous  effort. What a pack of sore losers,  Conway said in a statement.  After asking Mr. Trump and his team a million times on the trail,  Will HE accept the election results?  it turns out Team Hillary and their new BFF Jill Stein can t accept reality. Rather than adhere to the tradition of graciously conceding and wishing the winner well, they ve opted to waste millions of dollars and dismiss the democratic process. The people have spoken. Time to listen up. #YesYourPresident,  Conway said.Trump, too, addressed the recount, saying,  The people have spoken and the election is over, and as Hillary Clinton herself said on election night, in addition to her conceding by congratulating me,  We must accept this result and then look to the future.  He also called it a  scam. This is a scam by the Green Party for an election that has already been conceded, and the results of this election should be respected instead of being challenged and abused, which is exactly what Jill Stein is doing,  Trump added.If Trump was elected legitimately, then he should have no problem with a recount. As for scams, he knows a lot about that subject. Projection is his forte.Hillary now leads the popular vote by 2.2 million and that number is expected to increase.Photo by Kevin Hagen via Getty.",News,"November 26, 2016"
WATCH: CVS Employees Hide In Back Room And Call Cops After Black Man Tries To Buy Cheese,"An African-American man made a late night trip with a friend to a CVS in Carytown, Virginia when he managed to do something so terrifying that it sent the staff scrambling to the back room while they waited for police to arrive   he asked if they sold cheese. That particular CVS does not, in fact, sell cheese, but Ricky Berry (who made the voyage de fromage with his roommate) says that the staff disappeared after one of them explained that they don t sell sandwich cheese. We looked around for probably 30, 45 minutes and we couldn t find anybody,  Berry s roommate said, adding that they had encountered another customer who wanted to buy Orajel but could not find anyone to help. After a while, a police officer showed up and searched the store with the duo of cheese-loving men.  He was laughing with us because, like, this is how weird, apocalyptic movies start.  They found the employees cowering in the back room. The officer then made some calls and told them they would have to leave. We re being kicked out because they were scared of us and hiding,  Berry said,  He just told us that we need to leave premises or else we would be arrested for trespassing and that flipped the script on all of us. We had no idea what was going on. The men were unsuccessful in their attempt to contact the store manager but did receive a fauxpology from CVS, who explained that the racist employee was being counseled and retrained rather than fired.Watch a report on this latest example of what will become normal with Donald Trump as President below:Featured image via screengrab",News,"November 26, 2016"
